isbn,title,author,price,nstc,format,publisher,release_date,Language,store_stock,store_location,nur,thema_codes,libris_url,cover_url
9789463593540,Creatief aquarelleren,Ana Victoria CalderÃƒÂ³n,9.99,2468278,e-book,Librero,06/02/2003,,0,Online kopen,,,https://libris.nl/9789463593540,https://images.mind-books.nl/libris/book/cover/9789463593540
9789463652285,De Oerwinning,Joseph Conrad,9.99,2468304,e-book,Elikser B.V. Uitgeverij,16/08/2023,NL,0,Online kopen,,,https://libris.nl/9789463652285,https://images.mind-books.nl/libris/book/cover/9789463652285
9789463652889,Het leven is als een gedachte,Pauline Kastelijn,9.95,2468804,Paperback,Elikser B.V. Uitgeverij,08/04/2024,NL,0,Non-fictie,,,https://libris.nl/9789463652889,https://images.mind-books.nl/libris/book/cover/9789463652889
9789463657457,Frjemde fÃƒÂ»gels,Jan Schokker,12.5,2468556,Paperback,Elikser B.V. Uitgeverij,10/09/2001,fry,9,Anderstalig ,,,https://libris.nl/9789463657457,https://images.mind-books.nl/libris/book/cover/9789463657457
9789463690188,"Het begrip angst en Kierkegaard en Het begrip angst, set",Vigilius Haufniensis ; Andries Visser,22.5,2468509,Paperback,"Buijten en Schipperheijn B.V., Drukkerij",04/03/2025,NL,0,,,,https://libris.nl/9789463690188,https://images.mind-books.nl/libris/book/cover/9789463690188
9789463733991,Buitengewone reis 05. het mysterieuze eiland,silvio camboni,29.95,2468688,Paperback,Dark Dragon Books,06/02/2025,NL,0,Non-fictie,,,https://libris.nl/9789463733991,https://images.mind-books.nl/libris/book/cover/9789463733991
9789463820332,Nooit alleen thuis,Rob Dunn,22.5,2468816,Paperback,"Balans, Uitgeverij",13/10/2024,NL,0,,,,https://libris.nl/9789463820332,https://images.mind-books.nl/libris/book/cover/9789463820332
9789463820714,Dit zijn geen aardige mensen,Andrew Harding,22.5,2468419,Gebonden,"Balans, Uitgeverij",16/08/2007,NL,0,,,,https://libris.nl/9789463820714,https://images.mind-books.nl/libris/book/cover/9789463820714
9789463821100,De waarheid over Eva,Carel van Schaik ; Kai Michel,15,2468198,midprice,"Balans, Uitgeverij",22/06/2022,NL,1,,,,https://libris.nl/9789463821100,https://images.mind-books.nl/libris/book/cover/9789463821100
9789463824330,De Franse illusie,Mark Blaisse,7.5,2468261,Paperback,Balans,22/06/2019,NL,7,Non-fictie,,,https://libris.nl/9789463824330,https://images.mind-books.nl/libris/book/cover/9789463824330
9789463938563,Al het eten van de wereld,Daphne Aalders,12.5,2468663,e-book,Borgerhoff & Lamberigts,09/11/2017,NL,0,Online kopen,,,https://libris.nl/9789463938563,https://images.mind-books.nl/libris/book/cover/9789463938563
9789464013535,Dirty Little Secrets: Adembenemend,Anja Feliers,9.99,2468564,e-book,Pelckmans,10/09/2009,NL,0,Online kopen,,,https://libris.nl/9789464013535,https://images.mind-books.nl/libris/book/cover/9789464013535
9789464014976,KERSTbox,Floor Denil ; Arnoleon ; Chrostin ; Frommelrommel ; Niet Nu Laura,22.5,2468548,Paperback,Pelckmans uitgevers,04/03/2005,NL,0,Non-fictie,,,https://libris.nl/9789464014976,https://images.mind-books.nl/libris/book/cover/9789464014976
9789464080773,Rupsje scharrelt in de tuin,ImageBooks Factory,12.5,2468329,Gebonden,ImageBooks Factory BV,01/01/2014,NL,0,Kinderboeken,,,https://libris.nl/9789464080773,https://images.mind-books.nl/libris/book/cover/9789464080773
9789464105674,Mijn hond en ik,Luca Tortolini ; Felicita Sala,9.99,2468309,e-book,Horizon,01/01/2001,NL,0,Online kopen,,,https://libris.nl/9789464105674,https://images.mind-books.nl/libris/book/cover/9789464105674
9789464263152,Bronstijd,Unknown Author,12.5,2468696,e-book,Sidestone Press,15/05/2023,NL,0,Online kopen,,,https://libris.nl/9789464263152,https://images.mind-books.nl/libris/book/cover/9789464263152
9789464291285,De vergeten jongen,Marie Potvin,9.99,2468295,e-book,Pelckmans uitgevers,06/02/2020,NL,0,Online kopen,,,https://libris.nl/9789464291285,https://images.mind-books.nl/libris/book/cover/9789464291285
9789464291674,Morgen is er weer een dag,Davina Bell,22.5,2468505,Paperback,Pelckmans,04/03/2021,NL,0,Kinderboeken,,,https://libris.nl/9789464291674,https://images.mind-books.nl/libris/book/cover/9789464291674
9789464319910,Snorrie en zijn wolkenvriendjes,Priscilla Bouwman,15.99,2468920,Paperback,Boekscout,10/09/2025,NL,0,Kinderboeken,,,https://libris.nl/9789464319910,https://images.mind-books.nl/libris/book/cover/9789464319910
9789464323757,De twaalf provincies weekkalender 2023,Interstat,9.99,2468513,e-book,Interstat B.V.,08/04/2000,NL,0,Online kopen,,,https://libris.nl/9789464323757,https://images.mind-books.nl/libris/book/cover/9789464323757
9789464340839,"Oude, koude nachten",Patrick Conrad,9.99,2468212,e-book,Uitgeverij Vrijdag,22/06/2016,NL,0,Online kopen,,,https://libris.nl/9789464340839,https://images.mind-books.nl/libris/book/cover/9789464340839
9789464480733,De liefdesavonturen van Willy the Shake,Marien De Bruijn,22.5,2468698,Paperback,Brave New Books,22/06/2018,NL,0,,,,https://libris.nl/9789464480733,https://images.mind-books.nl/libris/book/cover/9789464480733
9789464520019,De kapperszoon,Gerbrand Bakker,9.99,2468534,Gebonden,Cossee,08/04/2021,NL,3,Fictie-Nederlandse Literatuur of Literaire fictie?,"Literaire roman, novelle",Moderne en hedendaagse fictie,https://libris.nl/9789464520019,https://images.mind-books.nl/libris/book/cover/9789464520019
9789464520163,De kapperszoon,Gerbrand Bakker,12.5,2468534,Paperback,Cossee,08/04/2022,NL,0,Fictie-Nederlandse Literatuur,,,https://libris.nl/9789464520163,https://images.mind-books.nl/libris/book/cover/9789464520163
9789464520729,Een mens valt uit Duitsland,Konrad Merz,15.99,2468588,Gebonden,Cossee,13/10/2000,NL,1,Fictie,,,https://libris.nl/9789464520729,https://images.mind-books.nl/libris/book/cover/9789464520729
9789464521283,Berichten uit het washok,Jan van Mersbergen,9.95,2468474,Paperback,Cossee,06/02/2015,NL,5,Fictie-Nederlandse Literatuur,,,https://libris.nl/9789464521283,https://images.mind-books.nl/libris/book/cover/9789464521283
9789464530292,Als je toevallig een dinosaurus hebt,Linda Bailey,22.5,2468682,Paperback,Condor,08/04/2024,NL,0,Kinderboeken,,,https://libris.nl/9789464530292,https://images.mind-books.nl/libris/book/cover/9789464530292
9789464598377,Kwaad spreken,Sigrid Wallaert,12.5,2468759,e-book,Letterwerk,09/11/2008,NL,0,Online kopen,,,https://libris.nl/9789464598377,https://images.mind-books.nl/libris/book/cover/9789464598377
9789464666380,De ziel van Parijs,Dirk Velghe,25,2468585,Gebonden,Hannibal Books,13/10/1997,NL,1,Non-fictie,,,https://libris.nl/9789464666380,https://images.mind-books.nl/libris/book/cover/9789464666380
9789464710861,Radiovrouw,Jeannette Parramore,7.5,2468641,Paperback,Noordboek,22/06/2019,NL,4,Non-fictie,,,https://libris.nl/9789464710861,https://images.mind-books.nl/libris/book/cover/9789464710861
9789464713121,Beek in beeld,Egbert Meijers,9.95,2468445,Paperback,Noordboek - Van Gorcum,22/06/2019,NL,7,Non-fictie,,,https://libris.nl/9789464713121,https://images.mind-books.nl/libris/book/cover/9789464713121
9789464778588,Waarom meningen relaties verknallen en wat je hieraan kan doen,Danielle Roex,9.95,2468150,midprice,Borgerhoff & Lamberigts,01/01/2014,NL,1,Non-fictie,,,https://libris.nl/9789464778588,https://images.mind-books.nl/libris/book/cover/9789464778588
9789464860252,De onderwereld van prof. Lupardi,Evert Werkman ; Pieter Kuhn,12.5,2468846,e-book,Uitgeverij Personalia,06/02/2025,NL,0,Online kopen,,,https://libris.nl/9789464860252,https://images.mind-books.nl/libris/book/cover/9789464860252
9789464941579,Blinked myself awake,Bieke Depoorter,12.5,2469111,Paperback,Hannibal Books,22/06/2021,ENG,1,Fictie - Engelstalig ,,,https://libris.nl/9789464941579,https://images.mind-books.nl/libris/book/cover/9789464941579
9789464984224,Mozart,David Vergauwen,9.99,2469073,Paperback,Ertsberg,15/05/2021,NL,7,Non-fictie,,,https://libris.nl/9789464984224,https://images.mind-books.nl/libris/book/cover/9789464984224
9789490119881,The Living Mountain,Awoiska van der Molen ; Thomas Larcher,9.99,2469029,Paperback,Fw,06/02/2021,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9789490119881,https://images.mind-books.nl/libris/book/cover/9789490119881
9789490120474,Regie in de klas,Tom Bennett,7.5,2468392,Paperback,"Phronese, Uitgeverij",22/06/2012,NL,0,Non-fictie,,,https://libris.nl/9789490120474,https://images.mind-books.nl/libris/book/cover/9789490120474
9789490561079,Happen van de plank,Djoni Makkink ; Desiree Verkaar,9.95,2468549,Paperback,Veltman Distributie B.V.,04/03/2006,NL,4,Non-fictie,,,https://libris.nl/9789490561079,https://images.mind-books.nl/libris/book/cover/9789490561079
9789491637148,Boer zocht vrouw,Chris van Mersbergen ; Josselin Gordijn,12.5,2468845,e-book,DPG Media B.V.,06/02/2025,NL,0,Online kopen,,,https://libris.nl/9789491637148,https://images.mind-books.nl/libris/book/cover/9789491637148
9789491683053,Emma,Irene Diependaal,9.95,2468994,Gebonden,Totemboek,06/02/2021,NL,0,Non-fictie,,,https://libris.nl/9789491683053,https://images.mind-books.nl/libris/book/cover/9789491683053
9789491717307,De circulaire economie,Socrates Schouten,17.5,2468902,Paperback,Leesmagazijn,06/02/2025,NL,0,Natuur & milieu,,,https://libris.nl/9789491717307,https://images.mind-books.nl/libris/book/cover/9789491717307
9789491729454,ALS dan toch Eerste boek,Garmt van Soest,22.5,2468455,Paperback,Uitgeverij Lucht,10/09/2023,NL,0,Non-fictie,,,https://libris.nl/9789491729454,https://images.mind-books.nl/libris/book/cover/9789491729454
9789491863615,De bende van ellende,Catherina van Duijn,15.99,2469032,Paperback,Leessst,06/02/2021,NL,0,Non-fictie,,,https://libris.nl/9789491863615,https://images.mind-books.nl/libris/book/cover/9789491863615
9789492023889,ACSI Campinggids Zuid-Europa 2020,ACSI,12.5,2468842,Gebonden,ACSI. Publishing BV,06/02/2025,NL,0,Reisboeken,,,https://libris.nl/9789492023889,https://images.mind-books.nl/libris/book/cover/9789492023889
9789492040213,Tram- & bus-varia,Adriaen Louman,15.99,2468562,Gebonden,Lycka till Forlag,10/09/2007,NL,0,Non-fictie,,,https://libris.nl/9789492040213,https://images.mind-books.nl/libris/book/cover/9789492040213
9789492086990,Natascha bakt,Natascha van der Stelt,12.5,2468632,e-book,Uitgeverij Orlando,16/08/2024,NL,0,Online kopen,,,https://libris.nl/9789492086990,https://images.mind-books.nl/libris/book/cover/9789492086990
9789492095886,Design Struggles,Claudia Mareis ; Nina Paim,9.99,2468450,e-book,Valiz,22/06/2015,ENG,0,Online kopen,,,https://libris.nl/9789492095886,https://images.mind-books.nl/libris/book/cover/9789492095886
9789492107237,Het Kabul Complot,Rick Staal,9.95,2468238,Paperback,Uitgeverij Kompas B.V.,16/08/2010,NL,0,Spanning,,,https://libris.nl/9789492107237,https://images.mind-books.nl/libris/book/cover/9789492107237
9789492117892,Wereldwijven 2,PÃƒÂ©nÃƒÂ©lope Bagieu,9.95,2468706,Paperback,Scratchbooks,13/10/2009,NL,0,Non-fictie,,,https://libris.nl/9789492117892,https://images.mind-books.nl/libris/book/cover/9789492117892
9789492190864,Bargerveen,Henk van den Brink ; Jans de Vries ; FrÃƒÂ© Strating ; Aaldrik Pot,12.5,2468874,Paperback,"Kleine Uil, Uitgeverij",10/01/2025,NL,0,Kinderboeken,,,https://libris.nl/9789492190864,https://images.mind-books.nl/libris/book/cover/9789492190864
9789492585516,Supernerd,Emmy van Ruijven,15.99,2468188,Paperback,Dutch Venture Publishing,22/06/2012,NL,0,YA-boeken,,,https://libris.nl/9789492585516,https://images.mind-books.nl/libris/book/cover/9789492585516
9789492616258,Mijn lichaam,Unknown Author,15,2468980,Paperback,Giraf Books,22/06/2021,NL,0,Gezondheid,,,https://libris.nl/9789492616258,https://images.mind-books.nl/libris/book/cover/9789492616258
9789492626172,De Zonnekoning,Johan Op de Beeck,15,2468363,Paperback,Horizon,15/05/2019,NL,0,Fictie,,,https://libris.nl/9789492626172,https://images.mind-books.nl/libris/book/cover/9789492626172
9789492840790,Maakt het mooier,Patty Klein,10,2468970,Paperback,Uitgeverij Personalia,15/05/2021,NL,0,Fictie,,,https://libris.nl/9789492840790,https://images.mind-books.nl/libris/book/cover/9789492840790
9789492851048,Onsterfelijk,Theodor Holman,15.99,2468974,e-book,OPZIJ B.V.,15/05/2021,NL,0,Online kopen,,,https://libris.nl/9789492851048,https://images.mind-books.nl/libris/book/cover/9789492851048
9789492901163,Ga voor groen!,Liz Gogerly,15.99,2468166,Paperback,Witte Leeuw,01/01/2020,NL,0,Non-fictie,,,https://libris.nl/9789492901163,https://images.mind-books.nl/libris/book/cover/9789492901163
9789493081208,De onschuldigen,Burhan Sonmez,15,2468231,midprice,Uitgeverij Orlando,16/08/2003,NL,0,Fictie,,,https://libris.nl/9789493081208,https://images.mind-books.nl/libris/book/cover/9789493081208
9789493109476,Bambalam,Jaap Boots,15,2468503,Paperback,Concertobooks,04/03/2019,NL,0,Muziek,,,https://libris.nl/9789493109476,https://images.mind-books.nl/libris/book/cover/9789493109476
9789493160101,Derby aan de Maas,Pieter Verkaik,10,2468899,Paperback,edicola sport,04/02/2025,NL,0,Sport,,,https://libris.nl/9789493160101,https://images.mind-books.nl/libris/book/cover/9789493160101
9789493166097,Hilda en de bergkoning,Luke Pearson,15.99,2468422,Gebonden,Scratchbooks,16/08/2010,NL,0,Non-fictie,,,https://libris.nl/9789493166097,https://images.mind-books.nl/libris/book/cover/9789493166097
9789493169517,De spiegel & het licht,Hilary Mantel,22.5,2468310,Paperback,Meridiaan Uitgevers,01/01/2002,NL,3,Fictie,,,https://libris.nl/9789493169517,https://images.mind-books.nl/libris/book/cover/9789493169517
9789493213579,Mindf*ck Challenges,Victor Mids ; Oscar Verpoort,7.5,2468228,Paperback,Maven Publishing,16/08/2000,NL,3,Non Fictie  ,,,https://libris.nl/9789493213579,https://images.mind-books.nl/libris/book/cover/9789493213579
9789493230446,'t Liefste kind,Pieter Stroop van Renen ; Margriet Vroomans,22.5,2468520,Paperback,Gopher B.V.,08/04/2007,NL,0,Non-fictie,,,https://libris.nl/9789493230446,https://images.mind-books.nl/libris/book/cover/9789493230446
9789493236905,Het geheime heelal,Danielle Futselaar,9.95,2468928,Paperback,Witte Leeuw,08/04/2025,NL,4,Non-fictie,,,https://libris.nl/9789493236905,https://images.mind-books.nl/libris/book/cover/9789493236905
9789493256897,Ivanov,Hanna Bervoets,7.5,2468414,Paperback,Uitgeverij Pluim,16/08/2002,NL,0,Fictie,,,https://libris.nl/9789493256897,https://images.mind-books.nl/libris/book/cover/9789493256897
9789493259010,Wijngids Italie,Marie Florence van Es,9.95,2468532,Paperback,Edicola Culinair,08/04/2019,NL,1,Non-fictie,,,https://libris.nl/9789493259010,https://images.mind-books.nl/libris/book/cover/9789493259010
9789493319226,De hete adem van Stalin,Marcel Maassen,9.95,2468453,Paperback,Uitgeverij Brandt,15/05/2010,NL,6,Non-fictie,,,https://libris.nl/9789493319226,https://images.mind-books.nl/libris/book/cover/9789493319226
9789493443426,Wondergrond,Sarah GarrÃƒÂ© ; Heleen Deroo ; Stefanie Van Hertem,12.5,2468448,Gebonden,Borgerhoff & Lamberigts,22/06/2013,NL,3,,,,https://libris.nl/9789493443426,https://images.mind-books.nl/libris/book/cover/9789493443426
9798855409604,"MONSTER TRIBE, Vol. 1 (manga)",Jyuu Masui,15,2468886,Paperback,"Little, Brown & Company",22/01/2025,ENG,1,Kinderboeken - Engelstalig ,,,https://libris.nl/9798855409604,https://images.mind-books.nl/libris/book/cover/9798855409604
9798887242989,Godzillas Monsterpiece Theatre,Tom Scioli,9.95,2468929,Paperback,Idea & Design Works,08/04/2025,ENG,3,Kinderboeken - Engelstalig ,,,https://libris.nl/9798887242989,https://images.mind-books.nl/libris/book/cover/9798887242989
9798888771440,The Fragrant Flower Blooms With Dignity 7,Saka Mikami,15.99,2468353,Paperback,"Kodansha America, Inc",15/05/2009,ENG,3,Fictie - Engelstalig ,,,https://libris.nl/9798888771440,https://images.mind-books.nl/libris/book/cover/9798888771440
9798888773390,Sailor Moon Manga Box Set Vol.1-6 (Naoko Takeuchi Collection),Naoko Takeuchi,22.5,2468628,Paperback,"Kodansha America, Inc",06/02/2023,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9798888773390,https://images.mind-books.nl/libris/book/cover/9798888773390
9789463493000,15 3/4,Dave Goldstein,9.99,2468629,Ebook,Blossom Books B.V.,22/06/2013,NL,3,Fictie 13 - 15 jaar,"Liefde En Relaties, Hedendaagse Levensstijl Fictie, Romantiek, Adolescentie / Tienerjaren, ",,https://libris.nl/9789463493000,https://images.mind-books.nl/libris/book/cover/9789463493000
9789021029764,36 vragen waardoor ik anders naar jou ben gaan kijken,Vicky Grant,9.99,2468630,Paperback,Luitingh Sijthoff,,NL,1,Fictie 13 - 15 jaar,"Verhalen Over Relaties - Romantiek, Liefde Of Vriendschap, Intimiteit en Verbondenheid, Zelfontdekking, Relatietherapie, zelfhulp, psychologie",,https://libris.nl/9789021029764,https://images.mind-books.nl/libris/book/cover/9789021029764
9789402710311,54 minuten,Marieke Nijkamp,9.99,2468631,Paperback,HarperCollins Holland,,NL,2,Fictie 13 - 15 jaar,"Thriller / Spannende Fictie, spanning, Geweld en Misdaad, Angst en Trauma, Vriendschap en Loyaliteit, Flashbacks en Herinneringen,Â , ","Beste Young Adult Hebban award, New York Times-bestseller",https://libris.nl/9789402710311,https://images.mind-books.nl/libris/book/cover/9789402710311
9789463492096,67 seconden,Jason Reynolds,9.99,2468632,Paperback,Blossom Books,,NL,1,Fictie 13 - 15 jaar,"Graphic Novel / Stripboek: Literaire Adaptatie, Persoonlijke En Sociale Onderwerpen: Emoties, Humeur En Gevoelens, Persoonlijke En Sociale Onderwerpen: Pesten, Geweld, Misbruik En Groepsdruk, Adolescentie / Tienerjaren, ",,https://libris.nl/9789463492096,https://images.mind-books.nl/libris/book/cover/9789463492096
9789048853892,Afblijven,,9.99,2468633,Paperback,Carry Slee,,NL,1,Fictie 13 - 15 jaar,"Dans, Ballet, Persoonlijke En Sociale Onderwerpen, Persoonlijke En Sociale Onderwerpen: Drugs En Verslaving",,https://libris.nl/9789048853892,https://images.mind-books.nl/libris/book/cover/9789048853892
9789045119762,Alaska,Anna Woltz,9.99,2468634,Gebonden,Querido,,NL,1,Fictie 10+,"Dierenleven (honden), Epilepsie, Familie, Gezondheid, Identiteit, Liefde, Psychologie, Trauma's, Vriendschap, ",,https://libris.nl/9789045119762,https://images.mind-books.nl/libris/book/cover/9789045119762
9789492882080,Alle dagen ui,B. Carrot,9.99,2468635,,"Vrije Uitgevers, De",,NL,1,"360 Strips algemeen, 363 Realistische strips voor volwassenen","COMICS & GRAPHIC NOVELS, Non-fiction, Biography & Memoir, POLITICAL SCIENCE, NGOs (Non-Governmental Organizations), Asielcentrum, azc, detentiecentrum, asielbeleid, asielzoeker, Waargebeurd, ",,https://libris.nl/9789492882080,https://images.mind-books.nl/libris/book/cover/9789492882080
